CAMPUS,C000A002G16R,C200A002G16R,C2408FR16R,C300A002G16R,C3408FR16R,C400A002G16R,C4408FR16R,CA00A002G16R,CA408FR16R,CB00A002G16R,CB408FR16R,CE00A002G16R,CE408FR16R,CF00A002G16R,CF408FR16R,CH00A002G16R,CH408FR16R,CI00A002G16R,CI408FR16R,CL408FR16R,CM00A002G16R,CM408FR16R,CR00A002G16R,CR408FR16R,CS00A002G16R,CS408FR16R,CW00A002G16R,CW408FR16R
14903102,-1,-1,.,-1,.,.,.,63,73,-1,-1,59,-1,65,-1,48,-1,.,.,.,61,83,70,70,-1,-1,70,-1
14903103,-1,-1,-1,.,.,.,.,66,46,68,-1,69,39,63,53,70,54,-1,.,-1,68,42,67,44,68,-1,61,47
14903104,68,-1,.,.,.,.,.,70,34,-1,-1,70,32,72,39,71,39,-1,-1,31,68,29,70,33,-1,-1,70,-1
14903108,-1,70,-1,-1,.,.,.,72,55,-1,.,56,43,74,-1,62,-1,-1,-1,.,69,67,60,52,59,40,73,70
14903109,59,-1,.,88,.,-1,.,66,21,100,.,58,-1,65,-1,62,-1,-1,-1,-1,67,-1,63,21,60,-1,70,-1
14903111,88,-1,-1,88,.,-1,.,68,53,-1,-1,68,54,69,50,70,-1,-1,.,.,67,56,69,50,-1,-1,68,61
14903116,70,-1,.,-1,.,.,.,63,46,67,-1,69,57,68,50,63,-1,-1,.,-1,56,43,65,47,55,38,63,45
14903117,-1,75,-1,-1,.,-1,.,66,29,64,-1,63,-1,71,44,61,-1,.,.,-1,61,-1,61,24,63,-1,66,25
14903118,75,-1,-1,-1,.,-1,.,65,18,-1,-1,66,20,66,-1,74,-1,-1,.,-1,64,17,63,15,72,-1,52,-1
14903119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14905001,-1,-1,.,.,.,.,.,43,.,-1,.,-1,.,38,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
14905041,-1,-1,.,.,.,.,.,62,41,-1,-1,55,-1,63,-1,61,-1,.,.,-1,62,39,69,41,73,-1,64,50
14905101,86,.,.,.,.,.,.,64,76,-1,-1,68,73,65,-1,64,89,.,.,-1,63,76,65,58,-1,-1,64,64
14906001,-1,-1,.,-1,.,-1,.,36,.,31,.,37,.,41,.,38,.,-1,.,.,32,.,-1,.,-1,.,38,.
14906002,37,-1,.,-1,.,-1,.,43,.,38,.,41,.,44,.,46,.,-1,.,.,41,.,38,.,-1,.,47,.
14906004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14906006,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.,40,.,-1,.,.,.,.,-1,.,-1,.,.,.,-1,.
14906007,-1,48,.,-1,.,-1,.,51,.,40,.,42,.,52,.,48,.,-1,.,.,50,.,38,.,45,.,61,.
14906008,-1,-1,.,-1,.,-1,.,42,.,36,.,41,.,46,.,45,.,-1,.,.,38,.,36,.,34,.,52,.
14906009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14906013,-1,-1,.,-1,.,-1,.,66,.,63,.,64,.,67,.,70,.,-1,.,.,65,.,50,.,-1,.,-1,.
14906022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14906025,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.
14906026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14906042,48,63,-1,73,-1,-1,-1,55,29,55,24,54,26,55,28,54,27,-1,-1,22,56,31,52,29,57,13,53,53
14906043,65,60,45,-1,-1,-1,-1,62,34,61,37,61,33,61,40,64,31,-1,.,41,62,29,59,33,59,22,58,24
14906044,50,54,-1,79,-1,-1,-1,56,32,54,36,53,31,56,38,57,19,-1,-1,30,55,27,52,30,52,18,54,44
14906045,-1,78,.,75,-1,85,-1,65,55,63,63,65,57,66,62,60,50,-1,.,-1,64,50,58,53,55,50,66,40
14906046,50,57,-1,-1,-1,-1,-1,54,36,55,41,51,37,54,35,51,33,-1,.,-1,53,37,50,36,42,16,54,38
14906048,54,65,50,-1,-1,-1,-1,57,34,57,32,55,30,57,37,53,29,-1,-1,25,56,32,55,33,61,18,58,50
14906049,60,59,-1,65,-1,-1,-1,63,28,64,40,61,28,64,29,63,18,-1,-1,-1,62,27,58,28,56,11,64,32
14906050,56,61,-1,81,-1,73,-1,63,39,62,44,61,36,64,45,59,28,-1,.,-1,62,34,61,37,58,25,71,41
14906051,64,66,-1,78,83,-1,-1,64,35,63,34,61,21,63,42,67,26,-1,-1,47,66,31,62,34,61,17,62,32
14906052,70,-1,-1,-1,.,-1,-1,68,49,65,-1,67,48,69,58,71,50,.,.,-1,66,40,61,49,53,28,68,64
14906053,64,69,47,71,-1,-1,-1,64,39,64,39,64,37,66,45,65,35,-1,-1,36,62,35,61,40,61,12,59,42
14906100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14906102,80,73,-1,-1,.,-1,-1,72,53,73,-1,70,53,74,-1,74,-1,.,.,-1,69,67,72,50,78,-1,62,-1
14906103,67,58,-1,-1,.,-1,.,68,42,66,44,68,42,70,-1,69,-1,-1,.,-1,66,59,66,35,73,46,83,-1
14906105,73,-1,-1,-1,-1,-1,.,68,59,59,70,67,56,64,54,72,74,-1,.,71,72,64,71,58,71,55,71,-1
14906108,73,-1,-1,100,-1,-1,-1,66,47,69,-1,65,67,65,50,55,-1,.,.,-1,67,44,66,47,-1,-1,67,42
14906109,67,65,-1,-1,.,-1,-1,69,51,74,44,69,52,75,44,69,65,-1,.,53,63,59,69,51,52,38,64,-1
14906110,82,-1,-1,80,-1,58,.,76,40,70,35,74,37,71,46,83,36,-1,-1,42,80,35,80,40,68,-1,74,57
14906111,46,62,-1,-1,.,-1,-1,62,28,71,21,60,24,71,43,51,-1,.,.,-1,56,18,67,28,41,-1,54,-1
14906112,52,81,-1,-1,-1,-1,-1,65,38,61,30,65,38,64,41,58,-1,.,.,-1,66,35,64,38,64,-1,74,-1
14906113,67,83,-1,-1,-1,-1,-1,74,51,73,55,74,48,83,68,74,60,.,.,-1,67,30,76,42,75,50,71,-1
14906115,58,-1,-1,-1,-1,-1,-1,62,29,65,-1,60,-1,62,-1,61,-1,-1,-1,-1,63,35,68,30,66,-1,64,-1
14906116,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,83,.,-1,.,.,.,.,.,.,-1,.,.,.,.,.
14906117,75,83,-1,-1,.,-1,.,70,-1,61,-1,75,-1,69,-1,63,-1,.,.,-1,71,-1,80,-1,-1,-1,75,-1
14906119,88,83,-1,-1,-1,-1,-1,73,44,73,42,73,47,80,52,69,-1,.,.,83,68,37,78,43,76,-1,72,-1
14906120,53,-1,-1,-1,.,-1,-1,57,35,58,31,55,34,58,39,57,31,-1,-1,-1,57,29,62,35,47,-1,63,75
14906121,79,77,86,79,-1,-1,-1,71,56,70,70,74,58,71,-1,67,-1,-1,-1,75,70,67,71,56,-1,-1,70,50
14906122,77,60,83,-1,-1,-1,.,68,53,72,42,71,48,70,54,69,65,.,.,86,66,52,74,52,71,-1,58,-1
14906123,91,100,.,-1,.,-1,.,82,67,74,56,78,60,80,67,85,100,.,.,-1,84,67,86,67,78,-1,84,-1
14906124,60,61,-1,-1,.,-1,-1,65,37,65,-1,65,30,63,-1,65,-1,-1,.,-1,67,47,65,37,53,36,67,-1
14906125,76,-1,-1,-1,-1,-1,-1,71,47,66,48,74,49,73,35,72,47,-1,.,-1,70,56,72,48,59,-1,76,-1
14906126,72,-1,.,-1,.,-1,-1,59,-1,-1,-1,62,-1,66,-1,73,-1,-1,.,-1,-1,-1,76,-1,-1,-1,-1,-1
14906127,58,-1,-1,-1,.,-1,-1,62,49,70,86,59,46,61,64,59,39,.,.,42,63,38,65,49,69,-1,58,-1
14906128,78,.,.,.,.,100,-1,71,61,75,-1,65,69,70,67,72,83,.,.,-1,73,56,71,56,-1,-1,66,-1
14906129,76,-1,-1,-1,.,-1,-1,69,40,69,43,70,44,69,39,69,-1,.,.,-1,69,41,74,41,71,-1,75,-1
14906130,73,-1,-1,-1,.,-1,.,75,54,77,57,75,53,77,50,74,58,.,.,-1,72,58,80,54,76,-1,63,-1
14906131,57,-1,.,-1,-1,-1,.,60,38,59,36,63,40,62,59,62,-1,-1,-1,-1,58,23,69,37,73,-1,63,-1
14906132,-1,72,-1,-1,.,-1,.,70,42,73,-1,73,-1,76,-1,65,-1,-1,.,.,66,-1,73,45,-1,-1,73,-1
14906133,59,54,-1,73,-1,-1,.,67,30,68,43,58,16,68,30,65,-1,.,.,-1,67,31,70,30,62,-1,73,-1
14906135,62,65,67,-1,.,-1,-1,58,27,55,22,57,21,56,39,61,-1,-1,-1,-1,59,20,65,28,60,-1,55,-1
14906136,71,70,-1,-1,.,-1,.,65,41,53,-1,62,-1,67,50,69,-1,-1,-1,-1,64,35,60,39,72,36,68,-1
14906137,50,58,.,-1,-1,-1,-1,68,56,87,83,63,44,65,54,65,-1,-1,.,-1,71,57,66,52,65,-1,68,67
14906138,71,-1,-1,-1,.,-1,-1,65,43,63,48,66,31,66,53,67,40,-1,.,-1,63,39,70,43,70,-1,62,-1
14906139,77,67,-1,-1,-1,-1,-1,74,47,69,48,72,51,74,46,77,46,-1,-1,-1,73,48,79,47,70,22,78,-1
14907001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,45,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
14907041,-1,-1,.,-1,.,.,.,59,44,-1,-1,57,35,60,43,60,50,-1,.,-1,58,44,60,45,-1,-1,58,41
14907043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14907102,-1,.,.,-1,.,.,.,63,56,-1,.,58,56,60,42,65,67,.,.,-1,65,67,71,56,-1,-1,61,50
14908001,-1,-1,.,-1,.,.,.,43,.,-1,.,-1,.,52,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
14908005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14908041,42,-1,.,-1,.,-1,.,58,26,-1,.,54,20,59,-1,49,-1,.,.,-1,56,24,53,24,-1,-1,59,32
14908042,76,-1,-1,.,.,.,.,69,60,-1,-1,64,50,71,56,73,56,-1,.,58,67,63,71,60,-1,42,69,63
14908101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14909002,-1,-1,.,-1,.,-1,.,37,.,-1,.,34,.,41,.,37,.,-1,.,.,34,.,31,.,26,.,42,.
14909005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14909008,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,0,.,-1,.,.,.,.,-1,.,-1,.,.,.,-1,.
14909041,54,61,-1,-1,.,-1,-1,58,30,54,27,57,28,64,37,58,34,-1,-1,22,53,25,59,30,40,-1,63,31
14909042,62,54,-1,80,-1,-1,-1,56,23,49,15,54,22,60,29,57,27,-1,.,27,53,18,56,22,49,-1,60,28
14909044,49,-1,-1,-1,-1,.,.,57,26,55,26,56,27,61,24,60,28,-1,.,23,54,28,54,25,56,-1,54,24
14909101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14909102,-1,-1,-1,-1,-1,.,.,65,36,55,-1,64,32,63,47,60,33,.,.,-1,67,30,61,35,-1,-1,80,50
14909107,55,-1,-1,-1,.,-1,.,62,23,62,26,61,22,66,27,59,18,-1,.,-1,58,18,63,23,-1,-1,66,-1
14909110,-1,-1,-1,-1,.,.,.,63,32,58,-1,63,31,60,42,61,29,-1,.,-1,66,24,65,29,-1,-1,67,43
14909111,-1,-1,-1,-1,.,.,.,59,37,55,32,59,33,56,30,55,35,.,.,-1,61,42,55,37,51,-1,60,-1
14909114,-1,.,.,-1,.,.,.,60,25,61,-1,60,25,59,-1,59,32,.,.,.,61,28,62,24,44,-1,56,-1
14909116,55,-1,-1,79,.,.,.,66,21,66,22,67,20,68,30,67,-1,.,.,-1,65,15,67,21,-1,-1,76,-1
14909117,-1,-1,.,-1,.,.,.,62,30,61,33,64,24,62,24,63,-1,.,.,-1,63,38,65,26,60,-1,64,-1
14909118,61,-1,.,.,.,.,.,62,28,53,-1,61,27,66,36,63,29,.,.,25,59,23,63,28,-1,-1,-1,-1
14909198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
14910001,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,41,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.
14910041,-1,-1,.,-1,.,.,.,59,29,-1,-1,59,31,61,32,63,32,-1,.,-1,56,26,60,27,60,21,58,26
14910101,-1,-1,-1,.,.,.,.,64,38,-1,-1,64,35,66,48,57,-1,-1,.,-1,61,29,56,33,60,33,66,44
14910103,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15801001,.,.,.,.,.,.,.,-1,.,.,.,-1,.,20,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
15801002,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,33,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15801003,.,.,.,.,.,.,.,-1,.,.,.,-1,.,25,.,-1,.,.,.,.,-1,.,-1,.,.,.,-1,.
15802001,-1,.,.,.,.,.,.,66,-1,67,-1,66,-1,72,-1,65,-1,.,.,.,61,-1,66,-1,-1,-1,.,.
15802004,-1,-1,.,.,.,.,.,65,-1,64,-1,64,-1,68,-1,-1,-1,.,.,.,-1,-1,65,-1,-1,-1,-1,.
15805001,-1,-1,.,.,.,.,.,46,.,-1,.,48,.,48,.,44,.,.,.,.,43,.,-1,.,-1,.,-1,.
15805041,-1,.,.,.,.,.,.,49,27,-1,-1,49,27,50,31,48,27,.,.,-1,48,23,51,25,-1,-1,-1,-1
15805101,50,.,.,.,.,.,.,57,33,-1,-1,57,31,59,28,57,31,.,.,-1,56,36,62,29,80,-1,-1,-1
15806003,-1,-1,.,.,.,.,.,-1,.,-1,.,-1,.,57,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15806041,-1,.,.,.,.,-1,.,54,32,54,-1,56,31,60,26,55,33,.,.,-1,48,37,57,32,56,-1,-1,.
15806101,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,38,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
15806103,42,-1,-1,.,.,-1,.,49,24,-1,-1,50,23,44,-1,49,23,.,.,43,55,31,48,24,-1,-1,-1,.
15806106,-1,-1,.,.,.,.,.,58,-1,59,-1,56,-1,54,-1,-1,-1,.,.,-1,62,-1,58,-1,-1,-1,-1,.
15807001,-1,-1,.,.,.,.,.,55,-1,-1,-1,51,-1,55,-1,56,-1,.,.,-1,56,-1,52,-1,-1,-1,-1,.
15807002,-1,-1,.,.,.,.,.,47,19,44,-1,48,19,43,-1,48,21,.,.,-1,52,28,47,19,-1,-1,-1,-1
15807004,-1,.,.,.,.,-1,.,43,28,-1,.,43,25,39,-1,44,28,.,.,-1,46,30,46,28,-1,-1,-1,.
15807005,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,55,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15807101,56,.,.,.,.,.,.,47,-1,.,.,46,-1,44,-1,47,-1,.,.,-1,49,-1,50,-1,-1,-1,.,.
15808001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15808003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15808006,.,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.
15808007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15808009,-1,-1,.,-1,-1,.,.,50,54,-1,.,52,-1,52,-1,53,-1,.,.,-1,48,56,50,-1,-1,-1,48,-1
15808010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15808011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15808012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15809101,73,.,.,.,.,.,.,70,30,-1,-1,69,31,77,35,70,28,.,.,-1,62,27,66,30,58,-1,-1,-1
15814001,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,63,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15815001,-1,-1,.,.,.,.,.,63,-1,-1,-1,63,-1,56,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.
15815041,48,-1,-1,.,.,.,.,52,27,-1,.,51,25,50,37,52,28,.,.,20,54,19,52,27,-1,-1,-1,-1
15815101,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
15815104,.,.,.,.,.,.,.,83,-1,-1,-1,89,-1,70,-1,83,-1,.,.,.,90,-1,82,-1,-1,-1,-1,.
15816001,.,-1,.,.,.,.,.,-1,.,.,.,-1,.,7,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15819102,-1,-1,-1,.,.,.,.,62,-1,68,-1,61,-1,65,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
15819105,-1,-1,.,.,.,.,.,61,28,-1,-1,-1,-1,65,-1,64,-1,.,.,-1,57,-1,59,29,-1,-1,57,-1
15819107,-1,-1,-1,-1,-1,.,.,45,-1,-1,.,53,-1,52,-1,-1,-1,.,.,-1,-1,-1,53,-1,-1,-1,-1,-1
15819108,-1,-1,-1,.,.,.,.,54,-1,-1,-1,54,-1,58,-1,53,-1,.,.,-1,50,-1,50,-1,-1,-1,-1,-1
15820001,-1,-1,.,.,.,-1,.,45,-1,-1,.,45,-1,46,-1,49,-1,.,.,-1,44,-1,44,-1,-1,-1,-1,-1
15820002,-1,.,.,.,.,.,.,31,-1,.,.,31,-1,26,-1,32,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.
15822001,52,-1,-1,.,.,.,.,45,20,42,30,44,19,46,18,45,18,.,.,23,45,21,46,18,46,-1,58,-1
15822002,-1,.,.,.,.,.,.,58,-1,-1,.,57,-1,56,-1,62,-1,.,.,-1,61,-1,57,-1,67,-1,-1,.
15822004,50,.,.,.,.,.,.,55,-1,.,.,53,-1,67,-1,55,-1,.,.,.,46,-1,56,-1,-1,.,.,.
15822005,-1,-1,-1,.,.,.,.,64,41,-1,-1,62,45,67,50,62,33,.,.,-1,60,-1,65,41,71,-1,67,-1
15822006,-1,-1,-1,-1,.,.,.,64,35,-1,-1,61,45,66,47,64,36,.,.,-1,60,-1,65,39,-1,-1,-1,-1
15822007,61,.,.,-1,.,.,.,60,45,.,.,61,45,62,49,60,45,.,.,44,58,41,61,44,47,-1,52,-1
15822008,59,.,.,.,.,.,.,62,-1,.,.,56,-1,57,-1,59,-1,.,.,-1,69,-1,59,-1,-1,-1,-1,.
15822009,44,-1,-1,47,-1,.,.,48,28,51,-1,48,21,50,35,42,26,-1,.,-1,45,19,47,25,49,-1,53,-1
15825001,59,-1,-1,.,.,.,.,59,39,-1,-1,59,41,62,44,59,41,.,.,45,55,33,59,40,-1,-1,-1,.
15825101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15826001,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,36,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15826041,42,.,.,-1,.,.,.,46,23,-1,-1,46,23,48,18,46,24,.,.,16,44,27,46,22,43,-1,-1,.
15826042,51,.,.,-1,.,.,.,50,38,-1,-1,51,38,50,44,50,38,.,.,44,51,33,51,40,47,23,-1,-1
15826043,79,-1,.,.,.,.,.,74,50,-1,-1,74,48,80,75,74,48,.,.,56,68,31,75,62,-1,-1,-1,.
15826101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15826102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15827001,-1,84,-1,-1,.,.,.,70,-1,-1,-1,66,-1,69,-1,66,-1,.,.,-1,70,-1,66,-1,-1,-1,72,-1
15827002,75,71,-1,88,-1,.,.,71,34,70,-1,67,-1,67,-1,68,35,-1,.,-1,75,41,67,34,55,-1,74,-1
15828001,56,-1,-1,-1,.,-1,.,62,49,69,-1,61,46,63,58,62,47,-1,.,-1,61,43,62,52,-1,-1,60,-1
15828002,66,-1,-1,-1,.,-1,.,66,34,64,29,63,32,72,44,67,40,.,.,38,60,23,67,41,61,-1,69,-1
15828003,61,-1,.,-1,.,.,.,70,43,-1,.,68,46,68,38,69,44,.,.,21,71,49,67,44,66,-1,64,-1
15828004,59,-1,.,-1,.,.,.,59,28,.,.,61,30,57,-1,59,28,.,.,32,61,28,61,29,78,-1,-1,.
15828005,66,-1,.,86,.,.,.,72,34,-1,-1,71,33,71,32,72,35,.,.,38,72,37,67,37,-1,-1,82,.
15828006,63,-1,-1,-1,.,.,.,64,38,73,-1,64,34,60,44,62,39,-1,.,-1,68,34,66,45,73,-1,67,-1
15830001,56,-1,.,-1,-1,.,.,51,31,-1,-1,51,30,51,35,52,31,-1,-1,32,52,27,55,31,-1,-1,43,-1
15830101,-1,.,.,-1,-1,.,.,66,50,.,.,69,-1,62,-1,65,54,.,.,-1,68,-1,74,55,-1,-1,.,.
15830102,-1,.,.,-1,.,-1,-1,60,-1,-1,-1,60,-1,58,-1,60,-1,.,.,-1,63,-1,61,-1,-1,-1,.,.
15831001,56,-1,.,-1,.,.,.,66,32,74,-1,62,40,66,50,64,33,-1,.,-1,66,-1,59,37,-1,-1,65,-1
15831002,71,-1,.,94,-1,.,.,64,34,63,-1,62,38,66,41,62,32,.,.,-1,61,26,62,35,-1,-1,64,-1
15833001,-1,.,.,.,.,.,.,-1,.,-1,.,-1,.,48,.,-1,.,.,.,.,-1,.,-1,.,-1,.,-1,.
15834001,-1,76,.,74,-1,-1,.,66,55,-1,.,56,-1,63,-1,56,-1,-1,.,.,70,-1,-1,-1,-1,-1,66,-1
15834002,52,79,.,74,.,-1,.,67,-1,59,-1,53,-1,64,-1,59,-1,-1,.,.,70,-1,-1,-1,-1,.,70,.
15835001,-1,-1,.,-1,.,.,.,63,42,-1,.,-1,-1,64,-1,58,-1,.,.,-1,61,-1,-1,-1,-1,-1,65,-1
15835002,-1,-1,.,-1,.,.,.,62,-1,-1,.,54,-1,65,-1,58,-1,.,.,-1,59,-1,-1,-1,-1,.,61,-1
15835003,-1,-1,.,72,.,-1,.,58,38,-1,-1,36,-1,60,-1,55,-1,.,.,-1,55,-1,-1,-1,-1,-1,56,-1
15835004,50,-1,.,59,-1,-1,.,54,56,-1,-1,-1,-1,59,-1,-1,-1,.,.,-1,47,-1,52,-1,-1,-1,52,-1
15836001,-1,-1,-1,-1,.,.,.,72,56,-1,-1,58,.,75,-1,71,-1,.,.,-1,66,-1,77,56,-1,-1,73,-1
15837001,-1,-1,.,.,.,.,.,32,26,-1,-1,32,-1,37,-1,31,-1,.,.,-1,29,-1,30,-1,-1,-1,42,-1
15901001,-1,-1,.,-1,.,.,.,51,.,-1,.,45,.,55,.,47,.,-1,.,.,46,.,-1,.,-1,.,55,.
15901041,58,-1,-1,66,-1,-1,.,65,36,-1,-1,62,19,65,34,62,28,-1,.,32,64,37,60,35,55,14,67,54
15901101,75,.,.,92,.,.,.,64,35,-1,-1,60,33,69,35,62,32,-1,-1,-1,60,35,65,33,53,-1,65,-1
15901102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15901104,71,.,.,90,-1,.,.,77,32,83,-1,72,23,79,33,76,27,-1,.,-1,74,31,77,37,65,-1,76,50
15904001,-1,.,.,.,.,.,.,36,.,-1,.,35,.,37,.,35,.,-1,.,.,34,.,-1,.,21,.,-1,.
15904002,-1,-1,.,-1,.,.,.,35,.,-1,.,34,.,40,.,35,.,.,.,.,31,.,31,.,-1,.,-1,.
15904003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15904004,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,0,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
15904007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15904008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15904010,.,.,.,.,.,.,.,-1,.,.,.,-1,.,.,.,-1,.,.,.,.,-1,.,-1,.,-1,.,.,.
15904011,-1,.,.,.,.,.,.,35,.,.,.,30,.,44,.,34,.,.,.,.,-1,.,-1,.,.,.,-1,.
15904041,56,-1,.,.,.,.,.,59,34,-1,-1,58,31,60,34,59,34,.,.,30,57,34,57,33,58,13,-1,.
15904042,57,-1,-1,.,.,.,.,57,32,-1,.,56,29,57,35,57,32,.,.,27,56,31,56,33,51,12,-1,-1
15904043,62,.,.,-1,.,.,.,64,32,.,.,63,32,64,31,63,31,.,.,26,63,33,58,30,51,-1,76,-1
15904044,57,-1,.,.,.,.,.,59,32,-1,.,58,32,60,35,59,32,-1,.,36,57,29,54,32,52,17,56,-1
15904045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15904046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
15904047,.,.,.,.,.,.,.,-1,-1,.,.,-1,.,.,.,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.
15904048,-1,.,.,.,.,.,.,75,-1,.,.,76,-1,90,-1,-1,-1,.,.,-1,-1,-1,75,-1,.,.,-1,-1
15904101,60,.,.,.,.,.,.,66,46,-1,.,66,43,66,-1,65,48,.,.,78,65,41,65,46,79,-1,-1,-1
15904102,69,.,.,.,.,.,.,75,44,.,.,74,43,73,55,75,44,.,.,-1,77,34,76,43,71,-1,-1,-1
15904103,60,-1,-1,.,.,.,.,65,34,.,.,68,34,63,36,65,34,.,.,44,66,31,67,35,-1,-1,.,.
15904104,66,.,.,.,.,.,.,65,30,.,.,65,32,69,29,64,30,.,.,35,60,32,66,30,67,-1,-1,.
15904105,67,.,.,.,.,.,.,58,26,.,.,56,27,56,37,58,26,.,.,23,60,20,62,25,-1,-1,.,.
15904106,55,.,.,.,.,.,.,60,28,.,.,59,26,62,29,59,27,.,.,30,57,28,61,28,-1,-1,-1,-1
15904107,52,.,.,.,.,.,.,66,36,.,.,67,36,62,38,65,34,.,.,32,69,34,63,37,77,-1,-1,-1
15904108,70,.,.,.,.,.,.,70,22,.,.,71,21,72,-1,69,23,.,.,-1,67,29,73,22,62,-1,86,-1
15904109,80,.,.,.,.,.,.,71,48,-1,.,71,54,77,58,71,48,.,.,-1,67,41,74,48,-1,-1,.,.
